filename,width,height,class,xmin,ymin,xmax,ymax,centerx,centery,b-width,b-height
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\101.White_Pelican/White_Pelican_0072_96975.jpg,334,500,101.White_Pelican,1,5,328,501,164,253,327,496
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\101.White_Pelican/White_Pelican_0050_97913.jpg,500,333,101.White_Pelican,56,45,499,324,277,184,443,279
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\101.White_Pelican/White_Pelican_0087_97247.jpg,500,375,101.White_Pelican,83,38,367,368,225,203,284,330
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\101.White_Pelican/White_Pelican_0047_97190.jpg,500,357,101.White_Pelican,95,118,360,283,227,200,265,165
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\101.White_Pelican/White_Pelican_0080_95721.jpg,500,357,101.White_Pelican,123,134,377,278,250,206,254,144
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\101.White_Pelican/White_Pelican_0053_96236.jpg,500,364,101.White_Pelican,133,82,493,303,313,192,360,221
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\101.White_Pelican/White_Pelican_0054_97528.jpg,500,500,101.White_Pelican,48,147,386,326,217,236,338,179
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\101.White_Pelican/White_Pelican_0024_96554.jpg,500,406,101.White_Pelican,70,56,433,249,251,152,363,193
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0052_98006.jpg,400,500,102.Western_Wood_Pewee,71,47,244,475,157,261,173,428
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0016_98082.jpg,500,375,102.Western_Wood_Pewee,163,97,341,307,252,202,178,210
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0070_98225.jpg,402,500,102.Western_Wood_Pewee,68,73,297,440,182,256,229,367
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0014_98094.jpg,500,333,102.Western_Wood_Pewee,218,78,322,244,270,161,104,166
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0021_98101.jpg,500,333,102.Western_Wood_Pewee,113,23,278,304,195,163,165,281
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0061_795060.jpg,333,500,102.Western_Wood_Pewee,79,73,320,472,199,272,241,399
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0024_98229.jpg,400,500,102.Western_Wood_Pewee,152,132,331,356,241,244,179,224
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0046_98113.jpg,500,375,102.Western_Wood_Pewee,167,51,464,290,315,170,297,239
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0009_98115.jpg,500,334,102.Western_Wood_Pewee,194,90,304,273,249,181,110,183
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0032_98121.jpg,500,500,102.Western_Wood_Pewee,173,67,310,455,241,261,137,388
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0062_98123.jpg,500,423,102.Western_Wood_Pewee,195,139,296,320,245,229,101,181
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0042_98126.jpg,414,500,102.Western_Wood_Pewee,101,88,346,438,223,263,245,350
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0037_98127.jpg,500,383,102.Western_Wood_Pewee,117,95,397,240,257,167,280,145
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0077_98133.jpg,500,370,102.Western_Wood_Pewee,143,126,314,289,228,207,171,163
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0018_98153.jpg,500,375,102.Western_Wood_Pewee,146,148,247,284,196,216,101,136
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0074_98282.jpg,500,429,102.Western_Wood_Pewee,84,63,435,374,259,218,351,311
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0007_97985.jpg,500,333,102.Western_Wood_Pewee,180,26,322,310,251,168,142,284
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0015_98184.jpg,500,398,102.Western_Wood_Pewee,101,108,371,326,236,217,270,218
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0053_98186.jpg,500,375,102.Western_Wood_Pewee,165,67,374,299,269,183,209,232
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0026_98191.jpg,296,500,102.Western_Wood_Pewee,77,77,251,427,164,252,174,350
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0012_98031.jpg,500,401,102.Western_Wood_Pewee,185,74,310,340,247,207,125,266
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0010_98204.jpg,500,335,102.Western_Wood_Pewee,110,112,240,269,175,190,130,157
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0011_98205.jpg,500,375,102.Western_Wood_Pewee,97,79,359,328,228,203,262,249
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0031_795038.jpg,500,500,102.Western_Wood_Pewee,164,142,336,401,250,271,172,259
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0057_795040.jpg,332,500,102.Western_Wood_Pewee,29,116,197,333,113,224,168,217
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0017_795041.jpg,364,500,102.Western_Wood_Pewee,63,137,248,471,155,304,185,334
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0029_795042.jpg,220,330,102.Western_Wood_Pewee,33,31,159,322,96,176,126,291
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0073_795044.jpg,325,425,102.Western_Wood_Pewee,91,76,206,360,148,218,115,284
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0060_795045.jpg,350,350,102.Western_Wood_Pewee,61,11,255,338,158,174,194,327
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0019_795046.jpg,319,500,102.Western_Wood_Pewee,32,37,311,496,171,266,279,459
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0079_795047.jpg,428,500,102.Western_Wood_Pewee,106,64,393,393,249,228,287,329
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0041_795048.jpg,500,500,102.Western_Wood_Pewee,119,50,328,481,223,265,209,431
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0003_795050.jpg,376,500,102.Western_Wood_Pewee,128,91,333,366,230,228,205,275
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0040_795051.jpg,300,259,102.Western_Wood_Pewee,91,22,204,221,147,121,113,199
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0043_795053.jpg,500,362,102.Western_Wood_Pewee,150,62,274,286,212,174,124,224
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0020_795054.jpg,350,350,102.Western_Wood_Pewee,71,42,283,323,177,182,212,281
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0028_795057.jpg,400,500,102.Western_Wood_Pewee,71,69,230,409,150,239,159,340
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0022_795058.jpg,333,500,102.Western_Wood_Pewee,47,95,235,356,141,225,188,261
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0072_98035.jpg,500,333,102.Western_Wood_Pewee,238,45,340,320,289,182,102,275
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0045_97972.jpg,354,500,102.Western_Wood_Pewee,77,145,332,479,204,312,255,334
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0051_98206.jpg,500,318,102.Western_Wood_Pewee,45,36,229,217,137,126,184,181
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0035_795062.jpg,240,284,102.Western_Wood_Pewee,48,36,196,240,122,138,148,204
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0039_795063.jpg,375,500,102.Western_Wood_Pewee,111,130,285,365,198,247,174,235
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0054_97982.jpg,500,358,102.Western_Wood_Pewee,51,47,348,345,199,196,297,298
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0050_98241.jpg,500,350,102.Western_Wood_Pewee,192,50,322,304,257,177,130,254
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0004_98257.jpg,441,500,102.Western_Wood_Pewee,183,87,353,271,268,179,170,184
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0076_98002.jpg,500,500,102.Western_Wood_Pewee,81,116,335,330,208,223,254,214
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0008_795043.jpg,500,344,102.Western_Wood_Pewee,230,19,396,309,313,164,166,290
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0059_98262.jpg,500,375,102.Western_Wood_Pewee,184,36,322,351,253,193,138,315
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0049_98263.jpg,444,500,102.Western_Wood_Pewee,94,104,239,375,166,239,145,271
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0013_98268.jpg,315,500,102.Western_Wood_Pewee,58,90,270,427,164,258,212,337
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0081_98270.jpg,416,500,102.Western_Wood_Pewee,83,123,354,449,218,286,271,326
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0030_98272.jpg,500,354,102.Western_Wood_Pewee,195,86,309,302,252,194,114,216
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0047_98274.jpg,500,494,102.Western_Wood_Pewee,97,168,350,492,223,330,253,324
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0065_98001.jpg,500,400,102.Western_Wood_Pewee,196,122,313,361,254,241,117,239
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0068_98024.jpg,362,452,102.Western_Wood_Pewee,96,73,319,403,207,238,223,330
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0056_98026.jpg,500,358,102.Western_Wood_Pewee,137,43,280,323,208,183,143,280
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0063_98295.jpg,407,500,102.Western_Wood_Pewee,169,69,313,309,241,189,144,240
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0069_98299.jpg,500,333,102.Western_Wood_Pewee,167,38,305,204,236,121,138,166
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\102.Western_Wood_Pewee/Western_Wood_Pewee_0001_98045.jpg,333,500,102.Western_Wood_Pewee,132,147,267,331,199,239,135,184
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0137_98305.jpg,500,455,103.Sayornis,96,61,472,418,284,239,376,357
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0022_98308.jpg,500,333,103.Sayornis,137,70,252,268,194,169,115,198
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0066_98309.jpg,500,393,103.Sayornis,57,53,255,315,156,184,198,262
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0115_99335.jpg,500,333,103.Sayornis,80,202,206,304,143,253,126,102
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0086_98829.jpg,500,333,103.Sayornis,173,72,436,323,304,197,263,251
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0036_98323.jpg,415,500,103.Sayornis,113,153,277,422,195,287,164,269
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0106_98841.jpg,500,445,103.Sayornis,140,90,404,372,272,231,264,282
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0070_99354.jpg,306,459,103.Sayornis,69,126,189,323,129,224,120,197
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0134_98339.jpg,334,500,103.Sayornis,20,132,293,462,156,297,273,330
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0105_98853.jpg,500,400,103.Sayornis,207,99,420,369,313,234,213,270
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0030_98343.jpg,500,333,103.Sayornis,124,103,295,275,209,189,171,172
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0075_98350.jpg,500,375,103.Sayornis,190,80,373,255,281,167,183,175
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0119_98864.jpg,397,500,103.Sayornis,35,172,277,457,156,314,242,285
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0127_98865.jpg,500,333,103.Sayornis,267,34,449,277,358,155,182,243
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0042_98874.jpg,500,332,103.Sayornis,58,134,288,322,173,228,230,188
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0012_98881.jpg,500,334,103.Sayornis,117,61,287,226,202,143,170,165
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0061_98375.jpg,500,333,103.Sayornis,142,102,291,260,216,181,149,158
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0109_98906.jpg,500,368,103.Sayornis,95,54,469,236,282,145,374,182
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0069_98914.jpg,500,375,103.Sayornis,17,46,236,197,126,121,219,151
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0111_98406.jpg,375,500,103.Sayornis,50,90,316,356,183,223,266,266
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0129_98924.jpg,400,500,103.Sayornis,22,134,295,443,158,288,273,309
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0067_98930.jpg,500,476,103.Sayornis,101,159,314,329,207,244,213,170
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0098_98419.jpg,500,394,103.Sayornis,131,85,488,326,309,205,357,241
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0039_98420.jpg,500,433,103.Sayornis,77,120,338,307,207,213,261,187
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0116_98939.jpg,500,335,103.Sayornis,69,73,389,312,229,192,320,239
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0076_98941.jpg,500,500,103.Sayornis,50,152,406,431,228,291,356,279
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0079_98434.jpg,500,333,103.Sayornis,118,79,448,305,283,192,330,226
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0037_98949.jpg,500,375,103.Sayornis,225,98,429,309,327,203,204,211
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0038_98441.jpg,500,393,103.Sayornis,99,95,317,374,208,234,218,279
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0005_98958.jpg,500,335,103.Sayornis,68,53,364,250,216,151,296,197
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0032_98962.jpg,500,401,103.Sayornis,117,72,473,369,295,220,356,297
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0114_98976.jpg,500,421,103.Sayornis,192,58,461,412,326,235,269,354
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0085_99503.jpg,333,500,103.Sayornis,45,76,284,448,164,262,239,372
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0081_99508.jpg,500,444,103.Sayornis,130,91,387,390,258,240,257,299
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0029_99535.jpg,500,379,103.Sayornis,63,77,342,337,202,207,279,260
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0094_98512.jpg,390,500,103.Sayornis,7,96,321,405,164,250,314,309
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0080_98518.jpg,333,500,103.Sayornis,52,129,230,418,141,273,178,289
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0047_98524.jpg,500,500,103.Sayornis,269,129,465,373,367,251,196,244
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0125_98528.jpg,500,375,103.Sayornis,130,41,466,332,298,186,336,291
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0045_98549.jpg,500,375,103.Sayornis,183,132,364,300,273,216,181,168
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0108_98553.jpg,363,500,103.Sayornis,110,99,271,430,190,264,161,331
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0136_99099.jpg,369,500,103.Sayornis,60,141,343,416,201,278,283,275
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0099_98593.jpg,336,402,103.Sayornis,95,62,250,342,172,202,155,280
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0002_98596.jpg,500,334,103.Sayornis,127,118,271,218,199,168,144,100
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0007_99117.jpg,500,357,103.Sayornis,178,69,335,302,256,185,157,233
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0011_98610.jpg,500,494,103.Sayornis,101,146,363,492,232,319,262,346
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0010_98611.jpg,334,500,103.Sayornis,26,126,299,396,162,261,273,270
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0133_99129.jpg,400,500,103.Sayornis,28,153,266,443,147,298,238,290
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0003_98618.jpg,500,333,103.Sayornis,272,110,411,264,341,187,139,154
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0025_98620.jpg,500,369,103.Sayornis,105,52,276,173,190,112,171,121
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0113_98630.jpg,334,500,103.Sayornis,123,49,304,465,213,257,181,416
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0056_99553.jpg,500,495,103.Sayornis,97,55,438,406,267,230,341,351
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0019_98636.jpg,500,308,103.Sayornis,193,85,315,266,254,175,122,181
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0130_98678.jpg,500,400,103.Sayornis,170,57,332,350,251,203,162,293
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0021_98710.jpg,500,333,103.Sayornis,193,118,402,272,297,195,209,154
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0077_98724.jpg,500,332,103.Sayornis,83,31,494,309,288,170,411,278
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0020_98727.jpg,500,500,103.Sayornis,254,105,445,357,349,231,191,252
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0014_98889.jpg,333,500,103.Sayornis,56,152,312,367,184,259,256,215
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0100_98782.jpg,500,426,103.Sayornis,47,59,375,413,211,236,328,354
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\103.Sayornis/Sayornis_0058_98798.jpg,500,442,103.Sayornis,172,166,325,381,248,273,153,215
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\104.American_Pipit/American_Pipit_0039_99841.jpg,500,333,104.American_Pipit,264,42,389,168,326,105,125,126
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\104.American_Pipit/American_Pipit_0010_99843.jpg,500,362,104.American_Pipit,258,149,396,296,327,222,138,147
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\104.American_Pipit/American_Pipit_0074_100154.jpg,500,350,104.American_Pipit,75,94,375,262,225,178,300,168
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\104.American_Pipit/American_Pipit_0124_99848.jpg,375,500,104.American_Pipit,43,170,303,370,173,270,260,200
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\104.American_Pipit/American_Pipit_0006_99857.jpg,500,333,104.American_Pipit,200,65,455,281,327,173,255,216
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\104.American_Pipit/American_Pipit_0031_99607.jpg,500,421,104.American_Pipit,170,121,357,259,263,190,187,138
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\104.American_Pipit/American_Pipit_0021_100378.jpg,500,294,104.American_Pipit,148,83,303,255,225,169,155,172
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\104.American_Pipit/American_Pipit_0082_99867.jpg,500,333,104.American_Pipit,24,109,253,246,138,177,229,137
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\104.American_Pipit/American_Pipit_0114_100380.jpg,500,352,104.American_Pipit,64,66,308,294,186,180,244,228
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\104.American_Pipit/American_Pipit_0008_100390.jpg,500,346,104.American_Pipit,267,160,447,286,357,223,180,126
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\104.American_Pipit/American_Pipit_0048_100140.jpg,500,448,104.American_Pipit,157,119,267,260,212,189,110,141
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\104.American_Pipit/American_Pipit_0011_99630.jpg,500,361,104.American_Pipit,225,112,405,244,315,178,180,132
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\104.American_Pipit/American_Pipit_0072_99631.jpg,500,300,104.American_Pipit,182,91,338,207,260,149,156,116
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\104.American_Pipit/American_Pipit_0104_100147.jpg,500,335,104.American_Pipit,316,26,443,204,379,115,127,178
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\104.American_Pipit/American_Pipit_0078_99898.jpg,500,399,104.American_Pipit,56,75,412,349,234,212,356,274
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\104.American_Pipit/American_Pipit_0017_99902.jpg,500,357,104.American_Pipit,153,58,444,291,298,174,291,233
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\104.American_Pipit/American_Pipit_0007_99808.jpg,500,299,104.American_Pipit,34,104,278,293,156,198,244,189
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\104.American_Pipit/American_Pipit_0036_99658.jpg,412,500,104.American_Pipit,144,150,271,320,207,235,127,170
D:/Google-Drive/Technology/airboat/ML/dev/CUB_200_2011/images\104.American_Pipit/American_Pipit_0019_99810.jpg,500,363,104.American_Pipit,22,106,295,337,158,221,273,231
